  Time  Potential_Energy  Kinetic_Energy  Total_Energy  Temperature  Moment of Cen
  0.99800003      -5.8051748      0.74620497      -5.0589700      0.49755117      4.43043376E-07
  0.99900007      -5.8055077      0.74614775      -5.0593600      0.49746999      1.78813934E-07
   1.0000000      -5.8059530      0.75000262      -5.0559502      0.49743184      6.14390615E-07
   1.0010000      -5.8065033      0.75006241      -5.0564408      0.50000173      5.62309083E-07
   1.0020001      -5.8071570      0.75017804      -5.0569792      0.50004160      2.06476543E-07
   1.0030000      -5.8079104      0.75034785      -5.0575628      0.50011867      1.90827976E-07
   1.0040001      -5.8087630      0.75056416      -5.0581989      0.50023192      4.62656459E-07
   1.0050000      -5.8096938      0.75082362      -5.0588703      0.50037611      4.38002900E-07
   1.0060000      -5.8106952      0.75112343      -5.0595717      0.50054908      3.26468097E-07
   1.0070001      -5.8117762      0.75146633      -5.0603099      0.50074899      2.14907601E-07
   1.0080000      -5.8129492      0.75185394      -5.0610952      0.50097758      1.19209290E-07
   1.0090001      -5.8141923      0.75227082      -5.0619216      0.50123596      2.23020166E-07
   1.0100000      -5.8154769      0.75043982      -5.0650373      0.50151390      4.65527165E-07
   1.0110000      -5.8168020      0.75091523      -5.0658870      0.50029320      1.88486439E-07
   1.0120001      -5.8182006      0.75141263      -5.0667877      0.50061017      1.19209290E-07
   1.0130000      -5.8196368      0.75192523      -5.0677118      0.50094175      6.10765881E-07
   1.0140001      -5.8210874      0.75244689      -5.0686407      0.50128347      1.78813934E-07
   1.0150001      -5.8225584      0.75297612      -5.0695825      0.50163126      5.99019245E-07
   1.0160000      -5.8240266      0.75350970      -5.0705171      0.50198406      5.40565168E-07
   1.0170001      -5.8254938      0.75403780      -5.0714560      0.50233978      2.81154541E-07
   1.0180000      -5.8269482      0.75456131      -5.0723867      0.50269186      1.60490416E-07
   1.0190001      -5.8283749      0.75507420      -5.0733008      0.50304085      5.23028632E-07
   1.0200001      -5.8297734      0.75049657      -5.0792770      0.50338280      3.95372496E-07
   1.0210000      -5.8311224      0.75097239      -5.0801501      0.50033104      5.39743041E-07
   1.0220001      -5.8324132      0.75142330      -5.0809898      0.50064826      2.87403196E-07
   1.0230000      -5.8336387      0.75184548      -5.0817933      0.50094885      1.71201307E-07
   1.0240000      -5.8347888      0.75223458      -5.0825543      0.50123030      2.32763583E-07
   1.0250001      -5.8358593      0.75258970      -5.0832696      0.50148970      4.30847166E-07
   1.0260000      -5.8368545      0.75290674      -5.0839477      0.50172645      4.74034948E-07
   1.0270001      -5.8377595      0.75317937      -5.0845799      0.50193781      3.38489315E-07
   1.0280000      -5.8385620      0.75340313      -5.0851588      0.50211960      5.09262293E-07
   1.0290000      -5.8392515      0.75357336      -5.0856781      0.50226873      2.45756240E-07
   1.0300001      -5.8398170      0.75011319      -5.0897040      0.50238222      3.38489315E-07
   1.0310000      -5.8402591      0.75016850      -5.0900908      0.50007546      5.63098297E-07
   1.0320001      -5.8405857      0.75017333      -5.0904121      0.50011235      3.34861937E-07
   1.0330000      -5.8408046      0.75011116      -5.0906935      0.50011557      2.49788968E-07
   1.0340000      -5.8408871      0.74998069      -5.0909061      0.50007409      4.50005189E-07
   1.0350001      -5.8408160      0.74978262      -5.0910335      0.49998713      1.79433741E-07
   1.0360000      -5.8406172      0.74951828      -5.0910988      0.49985507      1.36571401E-07
   1.0370001      -5.8402719      0.74917239      -5.0910997      0.49967885      2.45756240E-07
   1.0380001      -5.8397532      0.74874580      -5.0910072      0.49944827      5.96046448E-08
   1.0390000      -5.8390636      0.74823177      -5.0908318      0.49916387      1.52691470E-07
   1.0400001      -5.8381901      0.74939477      -5.0887952      0.49882117      3.42483673E-07
   1.0410000      -5.8371220      0.74869567      -5.0884261      0.49959651      2.40274005E-07
   1.0420001      -5.8358555      0.74790013      -5.0879555      0.49913046      1.04308128E-07
   1.0430001      -5.8343887      0.74700719      -5.0873814      0.49860010      2.73979850E-07
   1.0440000      -5.8327188      0.74601418      -5.0867047      0.49800479      6.29277110E-07
   1.0450001      -5.8308554      0.74492419      -5.0859313      0.49734280      7.34098592E-07
   1.0460000      -5.8287873      0.74373060      -5.0850568      0.49661613      6.68074506E-07
   1.0470001      -5.8265157      0.74243528      -5.0840802      0.49582040      1.68587391E-07
   1.0480001      -5.8240323      0.74103576      -5.0829964      0.49495685      4.81471261E-07
   1.0490000      -5.8213487      0.73953497      -5.0818138      0.49402383      2.89328227E-07
   1.0500001      -5.8184586      0.74838078      -5.0700779      0.49302331      3.16890635E-07
   1.0510000      -5.8153348      0.74665391      -5.0686808      0.49892053      6.65775133E-07
   1.0520000      -5.8120384      0.74486214      -5.0671763      0.49776927      4.04258373E-07
   1.0530001      -5.8086228      0.74296337      -5.0656595      0.49657476      3.81655951E-07
   1.0540000      -5.8049984      0.74096042      -5.0640378      0.49530891      4.22520856E-07
   1.0550001      -5.8011727      0.73885429      -5.0623183      0.49397361      4.88794456E-07
   1.0560000      -5.7971430      0.73664647      -5.0604963      0.49256954      7.05251693E-07
   1.0570000      -5.7929401      0.73435408      -5.0585861      0.49109766      3.42726707E-07
   1.0580001      -5.7885737      0.73196822      -5.0566053      0.48956940      1.78813934E-07
   1.0590000      -5.7840328      0.72949225      -5.0545406      0.48797882      1.88486439E-07
   1.0600001      -5.7793798      0.74742424      -5.0319557      0.48632815      3.43697138E-07
   1.0610001      -5.7745018      0.74475896      -5.0297427      0.49828282      1.60490416E-07
   1.0620000      -5.7694511      0.74200779      -5.0274434      0.49650598      1.33280039E-07
   1.0630001      -5.7642961      0.73922914      -5.0250669      0.49467185      2.45756240E-07
   1.0640000      -5.7591329      0.73638356      -5.0227494      0.49281943      2.47556670E-07
   1.0650001      -5.7538686      0.73348367      -5.0203848      0.49092236      4.80548010E-07
   1.0660001      -5.7484894      0.73052400      -5.0179653      0.48898911      1.19209290E-07
   1.0670000      -5.7430010      0.72751009      -5.0154910      0.48701599      3.53882967E-07
   1.0680001      -5.7374177      0.72444981      -5.0129681      0.48500672      1.16838783E-06
   1.0690000      -5.7317505      0.72134900      -5.0104017      0.48296654      1.99920052E-07
   1.0700001      -5.7260098      0.74680322      -4.9792066      0.48089933      5.09262293E-07
   1.0710001      -5.7200747      0.74357063      -4.9765038      0.49786881      1.78813934E-07
   1.0720000      -5.7140737      0.74030864      -4.9737649      0.49571374      2.52881080E-07
   1.0730001      -5.7080193      0.73702490      -4.9709945      0.49353909      2.92001943E-07
   1.0740000      -5.7019858      0.73375469      -4.9682312      0.49134994      2.73142803E-07
   1.0750000      -5.6959682      0.73048270      -4.9654856      0.48916981      5.99019245E-07
   1.0760001      -5.6899443      0.72721028      -4.9627342      0.48698846      3.76972878E-07
   1.0770000      -5.6839275      0.72394717      -4.9599805      0.48480687      2.79570571E-07
   1.0780001      -5.6779275      0.72069693      -4.9572306      0.48263144      5.09262293E-07
   1.0790000      -5.6719522      0.71746641      -4.9544859      0.48046461      2.23020166E-07
   1.0800000      -5.6660132      0.74671841      -4.9192948      0.47831094      1.68587391E-07
   1.0810001      -5.6599588      0.74345976      -4.9164991      0.49781227      4.95113341E-07
   1.0820000      -5.6539431      0.74022317      -4.9137201      0.49563983      3.03925248E-07
   1.0830001      -5.6479640      0.73701292      -4.9109511      0.49348211      4.69327432E-07
   1.0840001      -5.6420279      0.73383242      -4.9081955      0.49134195      5.96046448E-08
   1.0850000      -5.6361375      0.73068410      -4.9054532      0.48922160      2.45756240E-07
   1.0860001      -5.6303015      0.72757107      -4.9027305      0.48712274      2.98023224E-07
   1.0870000      -5.6245441      0.72450340      -4.9000406      0.48504737      1.01721571E-06
   1.0880001      -5.6188579      0.72147250      -4.8973856      0.48300228      3.20980831E-07
   1.0890001      -5.6132283      0.71847963      -4.8947487      0.48098168      3.22361416E-07
   1.0900000      -5.6076674      0.74698120      -4.8606863      0.47898641      5.09262293E-07
   1.0910001      -5.6020269      0.74398702      -4.8580399      0.49798748      3.99840104E-07
   1.0920000      -5.5964189      0.74101537      -4.8554034      0.49599135      1.78813934E-07
   1.0930001      -5.5909195      0.73810083      -4.8528185      0.49401024      1.49011612E-07
   1.0940001      -5.5854807      0.73520380      -4.8502769      0.49206722      2.87403196E-07
   1.0950000      -5.5800619      0.73232293      -4.8477392      0.49013588      3.42402615E-07
   1.0960001      -5.5746636      0.72945327      -4.8452106      0.48821530      4.39015622E-07
   1.0970000      -5.5692706      0.72659057      -4.8426800      0.48630217      3.78149082E-07
   1.0980000      -5.5638971      0.72373676      -4.8401604      0.48439372      3.37174782E-07
   1.0990001      -5.5585194      0.72088206      -4.8376374      0.48249117      2.66560079E-07
   1.1000000      -5.5531321      0.74707985      -4.8060522      0.48058805      4.65527165E-07
   1.1010001      -5.5475874      0.74414033      -4.8034472      0.49805322      3.76972878E-07
   1.1020000      -5.5419993      0.74117512      -4.8008242      0.49609354      2.92001943E-07
   1.1030000      -5.5363574      0.73818016      -4.7981772      0.49411675      5.05762159E-07
   1.1040001      -5.5306511      0.73515064      -4.7955003      0.49212012      5.20475169E-07
   1.1050000      -5.5248737      0.73208296      -4.7927909      0.49010041      7.49366961E-07
   1.1060001      -5.5190248      0.72897512      -4.7900496      0.48805532      2.66560079E-07
   1.1070000      -5.5131164      0.72583002      -4.7872863      0.48598340      1.49011612E-07
   1.1080000      -5.5071445      0.72264099      -4.7845035      0.48388669      2.42573321E-07
   1.1090001      -5.5010858      0.71940207      -4.7816839      0.48176065      1.20137003E-07
   1.1100000      -5.4949584      0.74668145      -4.7482767      0.47960138      1.78813934E-07
   1.1110001      -5.4886994      0.74329662      -4.7454028      0.49778762      3.38489315E-07
   1.1120001      -5.4823279      0.73984766      -4.7424803      0.49553108      2.35136355E-07
   1.1130000      -5.4758430      0.73633277      -4.7395101      0.49323177      2.86241971E-07
   1.1140001      -5.4692469      0.73275357      -4.7364931      0.49088851      5.00964973E-07
   1.1150000      -5.4625435      0.72911173      -4.7334318      0.48850238      2.74864846E-07
   1.1160001      -5.4557371      0.72541088      -4.7303262      0.48607448      5.31085846E-07
   1.1170001      -5.4488358      0.72165442      -4.7271814      0.48360726      1.33280039E-07
   1.1180000      -5.4418488      0.71784723      -4.7240014      0.48110294      1.36774474E-07
   1.1190001      -5.4348087      0.71400303      -4.7208056      0.47856483      1.75405404E-07
   1.1200000      -5.4277172      0.74601650      -4.6817007      0.47600201      6.19429613E-07
   1.1210001      -5.4203768      0.74199224      -4.6783848      0.49734434      3.24127029E-07
   1.1220001      -5.4130106      0.73793614      -4.6750746      0.49466148      2.98395520E-07
   1.1230000      -5.4056053      0.73385018      -4.6717553      0.49195743      1.58708545E-07
   1.1240001      -5.3981724      0.72974223      -4.6684303      0.48923346      5.01561090E-07
   1.1250000      -5.3907261      0.72562206      -4.6651039      0.48649481      4.32747441E-07
   1.1260000      -5.3832879      0.72150117      -4.6617866      0.48374805      6.07861921E-07
   1.1270001      -5.3758936      0.71739531      -4.6584983      0.48100075      3.57938177E-07
   1.1280000      -5.3685513      0.71331149      -4.6552396      0.47826353      2.93518838E-07
   1.1290001      -5.3612909      0.70926648      -4.6520243      0.47554100      2.40389483E-07
   1.1300000      -5.3541317      0.74588263      -4.6082492      0.47284433      2.68220901E-07
   1.1310000      -5.3468413      0.74180657      -4.6050348      0.49725509      6.39232042E-07
   1.1320001      -5.3396559      0.73778397      -4.6018720      0.49453771      3.62560911E-07
   1.1330000      -5.3326001      0.73382789      -4.5987720      0.49185598      2.81154541E-07
   1.1340001      -5.3256950      0.72995049      -4.5957446      0.48921859      7.17889634E-07
   1.1350001      -5.3189692      0.72616601      -4.5928030      0.48663366      3.07195307E-07
   1.1360000      -5.3124423      0.72249019      -4.5899520      0.48411068      4.42290968E-07
   1.1370001      -5.3061566      0.71892911      -4.5872273      0.48166013      2.99509622E-07
   1.1380000      -5.3001485      0.71551758      -4.5846310      0.47928607      4.06722535E-07
   1.1390001      -5.2944312      0.71224165      -4.5821896      0.47701171      2.52881080E-07
   1.1400001      -5.2889938      0.74678349      -4.5422106      0.47482777      1.04308128E-07
   1.1410000      -5.2836642      0.74371356      -4.5399508      0.49785566      2.15423583E-07
   1.1420001      -5.2786407      0.74079400      -4.5378466      0.49580905      1.33280039E-07
   1.1430000      -5.2739134      0.73803073      -4.5358825      0.49386266      1.98247051E-07
   1.1440001      -5.2694893      0.73542839      -4.5340610      0.49202049      4.54179968E-07
   1.1450001      -5.2653942      0.73300171      -4.5323925      0.49028561      2.25002594E-07
   1.1460000      -5.2616367      0.73074514      -4.5308914      0.48866782      1.78813934E-07
   1.1470001      -5.2582006      0.72866178      -4.5295391      0.48716342      4.12953085E-07
   1.1480000      -5.2550931      0.72675300      -4.5283403      0.48577452      2.87403196E-07
   1.1490000      -5.2523150      0.72502106      -4.5272942      0.48450199      1.49011612E-07
   1.1500001      -5.2498670      0.74841291      -4.5014539      0.48334739      2.73142803E-07
   1.1510000      -5.2476778      0.74699163      -4.5006862      0.49894193      1.90827976E-07
   1.1520001      -5.2457933      0.74573374      -4.5000596      0.49799442      2.45756240E-07
   1.1530000      -5.2442074      0.74463618      -4.4995713      0.49715582      1.60490416E-07
   1.1540000      -5.2429132      0.74369657      -4.4992166      0.49642411      1.78813934E-07
   1.1550001      -5.2419119      0.74290955      -4.4990025      0.49579772      3.86282238E-07
   1.1560000      -5.2411900      0.74226838      -4.4989214      0.49527302      7.49218771E-07
   1.1570001      -5.2407331      0.74177152      -4.4989614      0.49484560      2.47556670E-07
   1.1580001      -5.2405443      0.74141741      -4.4991269      0.49451435      4.06449487E-07
   1.1590000      -5.2406235      0.74118870      -4.4994349      0.49427828      3.87430191E-07
   1.1600001      -5.2409668      0.74990445      -4.4910622      0.49412581      3.81655951E-07
   1.1610000      -5.2415314      0.74991399      -4.4916172      0.49993631      4.88794456E-07
   1.1620001      -5.2422771      0.75002038      -4.4922566      0.49994266      2.95027945E-07
   1.1630001      -5.2432079      0.75023383      -4.4929743      0.50001359      1.68587391E-07
   1.1640000      -5.2443366      0.75052637      -4.4938102      0.50015587      4.81471261E-07
   1.1650001      -5.2456079      0.75089502      -4.4947128      0.50035089      9.63403522E-07
   1.1660000      -5.2470083      0.75132424      -4.4956841      0.50059670      5.96046448E-07
   1.1670001      -5.2485218      0.75180876      -4.4967132      0.50088280      7.54534540E-07
   1.1680001      -5.2501512      0.75234574      -4.4978056      0.50120586      4.04258373E-07
   1.1690000      -5.2518559      0.75291979      -4.4989362      0.50156385      3.58867482E-07
   1.1700001      -5.2536292      0.75060457      -4.5030246      0.50194651      2.44397228E-07
   1.1710000      -5.2554536      0.75122833      -4.5042253      0.50040305      3.47551804E-07
   1.1720001      -5.2573204      0.75186789      -4.5054526      0.50081891      2.40274005E-07
   1.1730001      -5.2591906      0.75250864      -4.5066819      0.50124526      3.21326524E-07
   1.1740000      -5.2610736      0.75315309      -4.5079203      0.50167245      2.02677711E-07
   1.1750001      -5.2629442      0.75378215      -4.5091619      0.50210208      3.11145385E-07
   1.1760000      -5.2647719      0.75438875      -4.5103831      0.50252146      5.24088875E-07
   1.1770000      -5.2665439      0.75496674      -4.5115771      0.50292581      2.01165676E-07
   1.1780001      -5.2682595      0.75551540      -4.5127439      0.50331116      3.83469740E-07
   1.1790000      -5.2700114      0.75605744      -4.5139542      0.50367695      4.23832603E-07
   1.1800001      -5.2716951      0.75049990      -4.5211954      0.50403827      4.38066252E-07
   1.1810001      -5.2732873      0.75095117      -4.5223360      0.50033325      4.42102674E-07
   1.1820000      -5.2747817      0.75135183      -4.5234299      0.50063413      4.57604557E-07
   1.1830001      -5.2761683      0.75169539      -4.5244732      0.50090122      4.13729509E-07
   1.1840000      -5.2774363      0.75197834      -4.5254579      0.50113028      3.41148933E-07
   1.1850001      -5.2785797      0.75219733      -4.5263824      0.50131887      2.10619476E-07
   1.1860001      -5.2795901      0.75234950      -4.5272408      0.50146490      3.87327191E-07
   1.1870000      -5.2804661      0.75243282      -4.5280333      0.50156635      3.83270645E-07
   1.1880001      -5.2812114      0.75244761      -4.5287638      0.50162190      3.08120008E-07
   1.1890000      -5.2818170      0.75239325      -4.5294237      0.50163174      3.57705460E-07
   1.1900001      -5.2822866      0.74987251      -4.5324140      0.50159550      4.94720780E-07
   1.1910001      -5.2826109      0.74967158      -4.5329394      0.49991500      5.70346685E-07
   1.1920000      -5.2827902      0.74939805      -4.5333920      0.49978104      3.64469741E-07
   1.1930001      -5.2828345      0.74905419      -4.5337801      0.49959871      3.74683481E-07
   1.1940000      -5.2827358      0.74863654      -4.5340991      0.49936947      3.00342492E-07
   1.1950001      -5.2824907      0.74814522      -4.5343456      0.49909100      2.02677711E-07
   1.1960001      -5.2820983      0.74758112      -4.5345173      0.49876347      3.01357346E-07
   1.1970000      -5.2815614      0.74694520      -4.5346160      0.49838743      2.61514316E-07
   1.1980001      -5.2808871      0.74625117      -4.5346360      0.49796346      5.96046448E-08
   1.1990000      -5.2801142      0.74549037      -4.5346236      0.49750078      3.76972878E-07
   1.2000000      -5.2792196      0.74917221      -4.5300474      0.49699357      2.35136355E-07
   1.2010001      -5.2781811      0.74827576      -4.5299053      0.49944815      3.68634375E-07
   1.2020000      -5.2770076      0.74731320      -4.5296946      0.49885049      2.79967395E-07
   1.2030001      -5.2756996      0.74628627      -4.5294132      0.49820879      3.20980831E-07
   1.2040001      -5.2742710      0.74519908      -4.5290718      0.49752417      5.13603936E-07
   1.2050000      -5.2727194      0.74405253      -4.5286670      0.49679938      8.42936956E-08
   1.2060001      -5.2710538      0.74285144      -4.5282025      0.49603501      2.66976258E-07
   1.2070000      -5.2692757      0.74159616      -4.5276794      0.49523428      3.04290324E-07
   1.2080001      -5.2673950      0.74029148      -4.5271034      0.49439743      4.80548010E-07
   1.2090001      -5.2654099      0.73893869      -4.5264711      0.49352765      1.27315573E-07
   1.2100000      -5.2633281      0.74859041      -4.5147376      0.49262580      2.23020166E-07
   1.2110001      -5.2611494      0.74714339      -4.5140061      0.49906027      5.46285605E-07
   1.2120000      -5.2589207      0.74566889      -4.5132518      0.49809560      6.05104560E-07
   1.2130001      -5.2566371      0.74416143      -4.5124755      0.49711260      2.27456354E-07
   1.2140001      -5.2542896      0.74261886      -4.5116706      0.49610761      3.91137746E-07
   1.2150000      -5.2519374      0.74107784      -4.5108595      0.49507925      1.49011612E-07
   1.2160001      -5.2495661      0.73951459      -4.5100517      0.49405190      2.45756240E-07
   1.2170000      -5.2472372      0.73796439      -4.5092726      0.49300972      2.86241971E-07
   1.2180001      -5.2448964      0.73639184      -4.5085044      0.49197626      1.20137003E-07
   1.2190001      -5.2425208      0.73481357      -4.5077071      0.49092790      3.95372496E-07
   1.2200000      -5.2401385      0.74838865      -4.4917498      0.48987570      3.68634375E-07
   1.2210001      -5.2376795      0.74675864      -4.4909210      0.49892578      2.06476543E-07
   1.2220000      -5.2351861      0.74511695      -4.4900694      0.49783909      1.33280039E-07
   1.2230000      -5.2326584      0.74346346      -4.4891949      0.49674463      4.30073442E-07
   1.2240001      -5.2301030      0.74180228      -4.4883008      0.49564230      3.29514506E-07
   1.2250000      -5.2275386      0.74014336      -4.4873953      0.49453485      2.98023224E-07
   1.2260001      -5.2249680      0.73848587      -4.4864821      0.49342892      4.91512480E-07
   1.2270001      -5.2223964      0.73682988      -4.4855666      0.49232388      1.81280456E-07
   1.2280000      -5.2198186      0.73518020      -4.4846382      0.49121991      6.22290770E-07
   1.2290001      -5.2172475      0.73353910      -4.4837084      0.49012014      6.33606078E-07
   1.2300000      -5.2147026      0.74836195      -4.4663405      0.48902607      2.86241971E-07
   1.2310001      -5.2121639      0.74674475      -4.4654193      0.49890795      2.31328229E-07
   1.2320001      -5.2096615      0.74513686      -4.4645247      0.49782982      2.07013542E-07
   1.2330000      -5.2071676      0.74354100      -4.4636269      0.49675789      2.14907601E-07
   1.2340001      -5.2046871      0.74195939      -4.4627275      0.49569401      3.29514506E-07
   1.2350000      -5.2022247      0.74039406      -4.4618306      0.49463961      2.27456354E-07
   1.2360001      -5.1997871      0.73884952      -4.4609375      0.49359605      7.12923622E-07
   1.2370001      -5.1973810      0.73732531      -4.4600558      0.49256635      6.07850495E-07
   1.2380000      -5.1950178      0.73582673      -4.4591913      0.49155021      6.30972238E-07
   1.2390001      -5.1926880      0.73435098      -4.4583368      0.49055123      1.68587391E-07
   1.2400000      -5.1904054      0.74854231      -4.4418631      0.48956731      3.32198994E-07
   1.2410001      -5.1881452      0.74710298      -4.4410419      0.49902821      2.79967395E-07
   1.2420001      -5.1859136      0.74568367      -4.4402299      0.49806866      2.86241971E-07
   1.2430000      -5.1837077      0.74428397      -4.4394236      0.49712244      2.66560079E-07
   1.2440001      -5.1815324      0.74290508      -4.4386272      0.49618933      3.25190314E-07
   1.2450000      -5.1793842      0.74154675      -4.4378376      0.49527004      7.86239241E-07
   1.2460001      -5.1772676      0.74020898      -4.4370584      0.49436450      5.84763768E-07
   1.2470001      -5.1751885      0.73889399      -4.4362946      0.49347267      3.59041451E-07
   1.2480000      -5.1731410      0.73759925      -4.4355416      0.49259600      7.07775769E-07
   1.2490001      -5.1711226      0.73632425      -4.4347982      0.49173284      6.05654748E-07
   1.2500000      -5.1691341      0.74873090      -4.4204035      0.49088284      4.62911345E-07
   1.2510000      -5.1671438      0.74747545      -4.4196682      0.49915394      3.10347104E-07
   1.2520001      -5.1651716      0.74623120      -4.4189405      0.49831697      1.90400243E-07
   1.2530000      -5.1632147      0.74499744      -4.4182172      0.49748746      3.38489315E-07
   1.2540001      -5.1612749      0.74377239      -4.4175024      0.49666497      2.49455411E-07
   1.2550001      -5.1593442      0.74255472      -4.4167895      0.49584827      1.31037993E-07
   1.2560000      -5.1574240      0.74134296      -4.4160810      0.49503648      3.40125325E-07
   1.2570001      -5.1555243      0.74014008      -4.4153843      0.49422863      1.70574467E-07
   1.2580000      -5.1536360      0.73894018      -4.4146957      0.49342671      1.90827976E-07
   1.2590001      -5.1517525      0.73774153      -4.4140110      0.49262679      3.44362746E-07
   1.2600001      -5.1498771      0.74879187      -4.4010854      0.49182770      4.28327382E-07
   1.2610000      -5.1479774      0.74757874      -4.4003987      0.49919459      9.07167461E-08
   1.2620001      -5.1460743      0.74635500      -4.3997192      0.49838582      2.14907601E-07
   1.2630000      -5.1441603      0.74512088      -4.3990393      0.49757001      1.27820897E-06
   1.2640001      -5.1422305      0.74387282      -4.3983579      0.49674726      4.84746010E-07
   1.2650001      -5.1402798      0.74260855      -4.3976712      0.49591520      2.00474616E-07
   1.2660000      -5.1383095      0.74132866      -4.3969808      0.49507236      1.07453801E-07
   1.2670001      -5.1363320      0.74003571      -4.3962965      0.49421909      1.44664114E-07
   1.2680000      -5.1343446      0.73873049      -4.3956141      0.49335715      2.49788968E-07
   1.2690001      -5.1323566      0.73740351      -4.3949533      0.49248698      4.29879776E-07
   1.2700001      -5.1303415      0.74863690      -4.3817048      0.49160233      4.16766596E-07
   1.2710000      -5.1282644      0.74724197      -4.3810225      0.49909127      2.61514316E-07
   1.2720001      -5.1261425      0.74581450      -4.3803282      0.49816132      3.60795866E-07
   1.2730000      -5.1239810      0.74435312      -4.3796277      0.49720967      3.87430191E-07
   1.2740000      -5.1217780      0.74286467      -4.3789134      0.49623540      6.70552254E-08
   1.2750001      -5.1195588      0.74134147      -4.3782172      0.49524310      1.15510431E-06
   1.2760000      -5.1173062      0.73978633      -4.3775201      0.49422765      3.50098020E-07
   1.2770001      -5.1150222      0.73819631      -4.3768258      0.49319088      5.39794428E-07
   1.2780001      -5.1127005      0.73657244      -4.3761282      0.49213088      3.35937756E-07
   1.2790000      -5.1103487      0.73491567      -4.3754330      0.49104831      6.65232960E-07
   1.2800001      -5.1079712      0.74829382      -4.3596773      0.48994377      1.68587391E-07
   1.2810000      -5.1055374      0.74655020      -4.3589873      0.49886253      3.47871122E-07
   1.2820001      -5.1030684      0.74476975      -4.3582988      0.49770012      1.06217169E-06
   1.2830001      -5.1005788      0.74295849      -4.3576202      0.49651316      2.40274005E-07
   1.2840000      -5.0980926      0.74112588      -4.3569665      0.49530566      7.34855405E-07
   1.2850001      -5.0956302      0.73927546      -4.3563547      0.49408388      2.98395520E-07
   1.2860000      -5.0931816      0.73740739      -4.3557744      0.49285030      6.12399674E-07
   1.2870001      -5.0907526      0.73552942      -4.3552232      0.49160492      7.12923622E-07
   1.2880001      -5.0883617      0.73365021      -4.3547115      0.49035296      2.68220901E-07
   1.2890000      -5.0860257      0.73177952      -4.3542461      0.48910013      4.46040332E-07
   1.2900001      -5.0837684      0.74812299      -4.3356452      0.48785302      2.52881080E-07
   1.2910000      -5.0815501      0.74626529      -4.3352847      0.49874866      1.46759419E-07
   1.2920001      -5.0794363      0.74444479      -4.3349915      0.49751019      3.88860343E-07
   1.2930001      -5.0774612      0.74267304      -4.3347883      0.49629653      3.34861937E-07
   1.2940000      -5.0756998      0.74099743      -4.3347025      0.49511537      2.45756240E-07
   1.2950001      -5.0741668      0.73940474      -4.3347621      0.49399829      2.27456354E-07
   1.2960000      -5.0728588      0.73791534      -4.3349433      0.49293649      2.86241971E-07
   1.2970001      -5.0718069      0.73654735      -4.3352594      0.49194357      2.61514316E-07
   1.2980001      -5.0710692      0.73533779      -4.3357315      0.49103156      2.56801968E-07
   1.2990000      -5.0706873      0.73429102      -4.3363962      0.49022520      2.35136355E-07
   1.3000001      -5.0706687      0.74912345      -4.3215451      0.48952734      8.96054303E-07
   1.3010001      -5.0710244      0.74844325      -4.3225813      0.49941564      5.12738552E-07
   1.3020000      -5.0717893      0.74797517      -4.3238139      0.49896216      1.20137003E-07
   1.3030001      -5.0730081      0.74777216      -4.3252358      0.49865010      7.92988203E-07
   1.3040000      -5.0747910      0.74781644      -4.3269744      0.49851477      1.36571401E-07
   1.3050001      -5.0770655      0.74812239      -4.3289433      0.49854431      5.60925287E-07
   1.3060001      -5.0798483      0.74870187      -4.3311462      0.49874827      5.23877020E-07
   1.3070000      -5.0831542      0.74956477      -4.3335896      0.49913457      4.19620505E-07
   1.3080001      -5.0869951      0.75071895      -4.3362761      0.49970984      3.88860343E-07
   1.3090000      -5.0913935      0.75217354      -4.3392200      0.50047928      2.38883786E-07
   1.3100001      -5.0963531      0.75175315      -4.3445997      0.50144905      5.69811107E-07
   1.3110001      -5.1018724      0.75380445      -4.3480682      0.50116879      2.67495551E-07
   1.3120000      -5.1079307      0.75614858      -4.3517818      0.50253630      4.46040332E-07
   1.3130001      -5.1145110      0.75878078      -4.3557301      0.50409907      4.09714204E-07
   1.3140000      -5.1216097      0.76168168      -4.3599281      0.50585383      4.21731812E-07
   1.3150001      -5.1292086      0.76486254      -4.3643460      0.50778776      3.04746038E-07
   1.3160001      -5.1372943      0.76828241      -4.3690119      0.50990838      1.73935561E-07
   1.3170000      -5.1457882      0.77193069      -4.3738575      0.51218826      2.47668765E-07
   1.3180001      -5.1546817      0.77578700      -4.3788948      0.51462048      1.34110451E-07
   1.3190000      -5.1639199      0.77982700      -4.3840928      0.51719135      3.25190314E-07
   1.3200001      -5.1734676      0.75413680      -4.4193306      0.51988465      1.22878120E-07
   1.3210001      -5.1831698      0.75843984      -4.4247298      0.50275785      1.98247051E-07
   1.3220000      -5.1931467      0.76288581      -4.4302607      0.50562656      2.40071756E-07
   1.3230001      -5.2033501      0.76745546      -4.4358945      0.50859052      5.75774322E-07
   1.3240001      -5.2137456      0.77214748      -4.4415979      0.51163697      5.81384029E-07
   1.3250000      -5.2243543      0.77692562      -4.4474287      0.51476496      8.69677805E-08
   1.3260001      -5.2350917      0.78178203      -4.4533095      0.51795042      3.79904179E-07
   1.3270000      -5.2459550      0.78669190      -4.4592628      0.52118802      3.63783698E-07
   1.3280001      -5.2568841      0.79164076      -4.4652433      0.52446127      5.57749502E-07
   1.3290001      -5.2678561      0.79661524      -4.4712410      0.52776051      2.37280815E-07
